task_id,repo,github_pr,title,new_eval_verdict,alignment_verdict,alignment_reason,swebench_instance_id,trial_name,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total,agent_f2p_pass_rate,f2p_total_bucket,f2p_result_bucket,source_lines_changed,test_lines_changed,has_test_patch,is_multi_file,is_multi_package,is_refactoring,source_file_count,test_file_count,edit_count,edited_file_count,edited_expected_file_count,edited_source_file_count,edited_test_file_count,bash_count,agent_ran_pytest,agent_ran_tests,edited_files
openlibrary-3aeec6af,openlibrary,https://github.com/internetarchive/openlibrary/commit/3aeec6afed9198d734b7ee1293f03ca94ff970e1,Title: Incorrect handling of Wikipedia links and statement values in `WikidataEntity`,reject,ok,"The instruction and tests are closely aligned on both the helper behavior and the new public interface. The instruction explicitly names the private helpers the tests call — e.g. ""The method `_get_wikipedia_link` should return the URL and the requested language when a link exists in that language"" and ""The method `_get_statement_values` should ignore malformed entries that do not contain a valid content field."" The tests check exactly those behaviors: `assert entity._get_wikipedia_link('fr') == ('https://en.wikipedia.org/wiki/Example', 'en')`, `assert entity_no_links._get_wikipedia_link() is None`, and `assert entity._get_statement_values('P2038') == ['Value1', 'Value2', 'Value3']`. The instruction also specifies the new public API `get_external_profiles(language)` and its output shape: ""a list of dictionaries, where each dictionary contains the keys `url`, `icon_url`, and `label`,"" which matches the diff introducing that method. Fixtures do not impose extra unstated design constraints beyond constructing a `WikidataEntity` from a dict, and assertions are behavioral rather than format-fragile.",instance_internetarchive__openlibrary-3aeec6afed9198d734b7ee1293f03ca94ff970e1-v13642507b4fc1f8d234172bf8129942da2c2ca26,instance_internetarchive__openli__oZfZ5WG,False,7,9,0.7778,02_6-20,near_miss,104,20,TRUE,FALSE,FALSE,FALSE,2,1,2,2,2,2,0,2,True,True,openlibrary/core/wikidata.py; openlibrary/templates/authors/infobox.html
openlibrary-3f580a5f,openlibrary,https://github.com/internetarchive/openlibrary/pull/10284,"""# Title\nEnsure constant-like configuration values are immutable where consumed by autocomplete and related logic\n\n##",reject,narrow_tests,"The instruction is narrowly focused on autocomplete immutability — e.g. it specifies: ""At runtime, each handler exposes fixed, immutable default filters"" and ""Calling `autocomplete.direct_get(fq=...)` with any iterable of strings must result in the Solr call receiving an immutable sequence"". However, the reference tests also include unrelated requirements in `openlibrary/tests/catalog/test_get_ia.py`, such as `assert isinstance(result, MarcBinary)` and `assert isinstance(result, MarcXml)`, plus `with pytest.raises(BadLength)` / `with pytest.raises(BadMARC)`. Those tests concern MARC retrieval/parsing behavior, which the instruction never mentions. The diff likewise touches that file only by changing list constants to tuples (`bad_marcs: tuple[str, ...]`, `bin_items: tuple[str, ...]`, `xml_items: tuple[str, ...]`), confirming the test file includes checks outside the stated task scope.",instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__ipw9xSQ,True,43,43,1.0000,03_21-100,all_passed,75,16,TRUE,TRUE,FALSE,FALSE,3,2,7,1,1,1,0,3,True,True,openlibrary/plugins/worksearch/autocomplete.py
openlibrary-58999808,openlibrary,https://github.com/internetarchive/openlibrary/commit/58999808a17a26b387f8237860a7a524d1e2d262,Title: Add Validation and Date Formatting Functions,reject,narrow_tests,"The instruction's `is_valid` contract does not match what the tests require. The instruction says: `Purpose: Validate that request contains required 'id' field and at least one of 'year' or 'data' fields`. But the reference tests never exercise that API and instead call `self.checkins.is_valid(...)` on `check_ins`, not `patron_check_ins`, and require different fields: in `test_required_fields`, `missing_edition`, `missing_event_type`, and `missing_year` must all be invalid, and in `test_event_type_values` an unknown `event_type` must be rejected. Specifically, the tests require `'edition_olid'`, `'event_type'`, and `'year'`, plus validation of allowed event_type values, none of which are stated in the instruction for the new `is_valid` interface. By contrast, the `make_date_string` tests are well covered by the instruction, which explicitly specifies module-level importability and exact formatting rules.",instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb,instance_internetarchive__openli__tLXzTPN,True,5,5,1.0000,01_1-5,all_passed,97,12,TRUE,FALSE,FALSE,FALSE,2,1,2,1,1,1,0,4,True,True,openlibrary/plugins/upstream/checkins.py
openlibrary-89e4b443,openlibrary,https://github.com/internetarchive/openlibrary/commit/89e4b4431fe7506c365a6f6eb6f6d048d04c044c,Title:,reject,ok,"The instruction closely matches what the reference tests require. It explicitly names the public functions and behaviors the tests exercise: ""The existing function `make_author` should be updated to declare `key` and `name` as strings and the return type as `Author`"", ""should build the path using the `""/authors/""` prefix concatenated with the key and call `web.ctx.site.new`"", and for `make_work`, ""should be updated to accept a dictionary as input and declare its return type as `web.Storage`"", ""should populate the `""authors""` field by iterating over the author keys and author names"", ""should set the `""authors""` field to an empty list when the input document does not provide matching author keys and names"", and ""should ensure the fields `""ia""` and `""first_publish_year""` are included in the result"". These correspond directly to tests like `test_make_author_adds_the_correct_key`, `test_make_work_does_indeed_make_a_work`, and `test_make_work_handles_no_author`. The assertions are behavioral rather than brittle formatting checks, and the fixtures/helpers do not introduce unstated private APIs beyond the explicitly named functions.",instance_internetarchive__openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,instance_internetarchive__openli__oNMsYv2,True,14,14,1.0000,02_6-20,all_passed,32,68,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,1,0,1,False,False,openlibrary/plugins/upstream/addbook.py
openlibrary-9c392b60,openlibrary,https://github.com/internetarchive/openlibrary/commit/9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c,Title: Lack of Type Annotations in `DataField` Parsing Functions Reduces Code Clarity and Tooling Support,reject,ok,"The instruction matches the tested API and the diff. It explicitly requires that ""The `DataField` constructor should explicitly require both the parent record (rec) and the XML field element (element: etree._Element)"" and that ""The `decode_field` method in `MarcXml` should be updated to return the `DataField` type."" The reference tests exercise exactly that constructor shape in `test_parse.py` via `test_field = DataField(None, etree.fromstring(xml_author))`, and the diff implements it with `def __init__(self, rec, element: etree._Element) -> None:` plus `return DataField(self, field)` in `MarcXml.decode_field`. The remaining tests are broad regression coverage for MARC parsing behavior and do not introduce unstated fixture-only constraints beyond the public classes and functions named in the instruction/tests.",instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,instance_internetarchive__openli__xFCbmAw,True,59,59,1.0000,03_21-100,all_passed,52,2,TRUE,TRUE,FALSE,FALSE,3,1,4,1,1,1,0,6,True,True,openlibrary/catalog/marc/marc_xml.py
openlibrary-e010b2a1,openlibrary,https://github.com/internetarchive/openlibrary/pull/9984,Title,reject,ok,"The instruction directly specifies the behavior the tests check: ""The work metadata must include a new field `id_project_runeberg`, consistently present in the response as a list of strings (`list[str]`)."" and ""When no identifiers are available, the field must still be included with an empty list (`[]`)"". The reference test `test_get_doc` asserts exactly that the returned work metadata includes `'id_project_runeberg': []` alongside the existing provider fields. The diff aligns with both by adding `id_project_runeberg=doc.get('id_project_runeberg', [])` in `get_doc` and extending the scheme fields list with `'id_project_runeberg'`. There is no private-API dependency or format-only fragility beyond the explicitly required empty-list field presence.",instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__i5j9XB8,True,2,2,1.0000,01_1-5,all_passed,120,1,TRUE,TRUE,FALSE,FALSE,7,1,3,3,3,2,1,3,True,True,openlibrary/plugins/worksearch/code.py; openlibrary/plugins/worksearch/schemes/works.py; openlibrary/plugins/worksearch/tests/test_worksearch.py
qutebrowser-0833b5f6,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/0833b5f6f140d04200ec91605f88704dd18e2970,Title:,reject,ok,"The instruction and tests are tightly aligned on the targeted behavior. The instruction says: ""In the WebKit `NetworkReply` implementation, the initial error emission should use the `errorOccurred` signal with the error code, instead of the legacy `error` signal."" The reference test checks exactly that in `test_error_network_reply` with `qtbot.wait_signals([reply.errorOccurred, reply.finished], order='strict')`. The PR diff matches both: `QTimer.singleShot(0, lambda: self.errorOccurred.emit(error))` replacing `self.error.emit(error)`. The remaining assertions in the test verify ordinary `QNetworkReply` error-reply behavior (`isFinished`, `error()`, `errorString()`), which is consistent with the described ""error reply is constructed"" scenario and does not introduce an unstated design choice beyond the named `ErrorNetworkReply` behavior.",instance_qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,instance_qutebrowser__qutebrowse__QT4ByAB,True,10,10,1.0000,02_6-20,all_passed,30,2,TRUE,TRUE,FALSE,FALSE,3,1,1,1,1,1,0,1,True,True,qutebrowser/browser/webkit/network/networkreply.py
qutebrowser-3d01c201,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/3d01c201b8aa54dd71d4f801b1dd12feb4c0a08a,Title: Incorrect globbing and caching behavior in `qutebrowser.utils.resources`,reject,leaked,"The instruction discloses the exact implementation targets and even private/internal symbols the patch introduces, which lets a solver bypass discovery. It names concrete module internals and contracts such as: ""The `_glob(resource_root, subdir, ext)` helper must yield relative POSIX paths..."", ""The golden patch introduces the following new public interfaces: Name: `preload` ... Location: `qutebrowser/utils/resources.py`"", and ""Name: `keyerror_workaround` ... Description: Normalizes backend `KeyError` exceptions ... to `FileNotFoundError`"". Those details closely mirror the diff, e.g. renaming `_glob_resources` to `_glob`, `_resource_path` to `path`, `_resource_keyerror_workaround` to `keyerror_workaround`, and `preload_resources()` to `preload()` in `qutebrowser/utils/resources.py`. The tests themselves are otherwise aligned with the described behavior.",instance_qutebrowser__qutebrowser-3d01c201b8aa54dd71d4f801b1dd12feb4c0a08a-v5fc38aaf22415ab0b70567368332beee7955b367,instance_qutebrowser__qutebrowse__uED5FnG,True,383,383,1.0000,04_101+,all_passed,63,259,TRUE,TRUE,TRUE,FALSE,3,2,1,1,1,1,0,46,True,True,qutebrowser/utils/resources.py
qutebrowser-3fd8e129,qutebrowser,https://github.com/qutebrowser/qutebrowser/pull/7809,Standardize command naming with consistent cmd- prefix,reject,leaked,"The instruction discloses the concrete implementation path and renamed internal API rather than just the behavioral requirement. It names exact files and symbols, e.g. ""Type: Command\nName: cmd-edit\nPath: qutebrowser/mainwindow/statusbar/command.py"", ""Type: Method\nName: cmd_set_text\nPath: qutebrowser/mainwindow/statusbar/command.py"", and even mandates that ""Internal function implementations should be renamed to match the new cmd-prefixed command names"". The diff follows those exact implementation details, e.g. renaming `set_cmd_text` to `cmd_set_text` and `edit_command` to `cmd_edit` in `qutebrowser/mainwindow/statusbar/command.py`. The reference tests themselves are relatively aligned with the behavioral goal: they call `utilcmds.cmd_repeat_last(win_id=0)` and use `:cmd-run-with-count` in the fixture, matching the rename requirement rather than introducing hidden extra requirements.",instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,instance_qutebrowser__qutebrowse__zdAwAGB,False,2,3,0.6667,01_1-5,near_miss,244,234,TRUE,TRUE,TRUE,FALSE,6,11,16,7,4,4,0,17,True,True,qutebrowser/browser/hints.py; qutebrowser/commands/runners.py; qutebrowser/components/scrollcommands.py; qutebrowser/config/config.py; qutebrowser/config/configdata.yml; qutebrowser/mainwindow/statusbar/command.py; qutebrowser/misc/utilcmds.py
qutebrowser-7b603dd6,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/7b603dd6bf195e3e723ce08ff64a82b406e3f6b6,Problem statement:,reject,ok,"The instruction and tests are tightly aligned on the moved helper, version-gated MIME expansion behavior, and the superclass call contract. The instruction explicitly requires a module-level API — ""A module-level function named extra_suffixes_workaround must exist in the webview module"" — and the tests check `webview.extra_suffixes_workaround(before)`. It also specifies the version window and wildcard handling — ""greater than 6.2.2 and less than 6.7.0"" and ""accounts for wildcard (`*`) MIME patterns by expanding them via `mimetypes.types_map`"" — which matches `suffix_mocks` and cases like `([""image/*""], {"".jpg"", "".jpe"", "".png""})`. Finally, the instruction names the superclass delegation details the tests enforce: ""WebEnginePage.chooseFiles must be callable without instance state"", ""must delegate via super().chooseFiles(...) exactly once"", ""passing the union of the original suffixes and the extras"", and ""The merged suffix collection must be supplied to the superclass as the third positional argument""; the test invokes `webview.WebEnginePage.chooseFiles(None, ...)`, patches `qutebrowser.browser.webengine.webview.super`, and asserts one `chooseFiles` call whose third positional arg equals the merged set. The diff also matches this contract by replacing `self.extra_suffixes_workaround(...)` with `extra_suffixes_workaround(...)` and moving the function to module scope.",instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,instance_qutebrowser__qutebrowse__MWNY9YT,True,20,20,1.0000,02_6-20,all_passed,60,4,TRUE,FALSE,FALSE,FALSE,1,1,3,1,1,1,0,16,True,True,qutebrowser/browser/webengine/webview.py
qutebrowser-a25e8a09,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/a25e8a09873838ca9efefd36ea8a45170bbeb95c,Title: SelectionInfo Uses Unsafe String-Based Reason Values Creating Maintenance Issues,reject,ok,"The instruction and tests align on the core contract: the instruction requires a new enum and using it throughout selection tracking, e.g. ""The system should provide a SelectionReason enumeration"" and ""The SelectionInfo class should accept SelectionReason enumeration values for the reason parameter instead of arbitrary strings."" The updated tests check exactly that by constructing `machinery.SelectionInfo(..., reason=machinery.SelectionReason.FAKE)` in both `tests/unit/test_qt_machinery.py` and `tests/unit/utils/test_version.py`, and by expecting formatted output `selected: QT WRAPPER (via fake)`. The diff also matches this scope by adding `class SelectionReason(enum.Enum)` and changing `reason` to `SelectionReason`. While tests still touch private helpers like `_select_wrapper` and `_autoselect_wrapper`, those usages are preexisting module tests and do not introduce new unstated requirements for this task beyond the enum migration described in the instruction.",instance_qutebrowser__qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c-vc2f56a753b62a190ddb23cd330c257b9cf560d12,instance_qutebrowser__qutebrowse__d8vZcY6,False,108,117,0.9231,04_101+,partial,52,12,TRUE,FALSE,FALSE,FALSE,1,2,6,1,1,1,0,2,True,True,qutebrowser/qt/machinery.py
qutebrowser-bedc9f7f,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/bedc9f7fadf93f83d8dee95feeecb9922b6f063f,Missing `interpolate_color` in `utils.utils` after refactor breaks progress indicators,reject,ok,"The instruction matches the tests and the diff closely. It explicitly specifies the relocated API and the non-public helper the tests exercise: ""The `interpolate_color` function should be relocated from `qutebrowser.utils.utils` to `qutebrowser.utils.qtutils` ... retain its original signature"" and ""The `_get_color_percentage` helper function should be moved from `qutebrowser.utils.utils` to `qutebrowser.utils.qtutils` to support `interpolate_color`"". That aligns with the tests in `tests/unit/utils/test_qtutils.py` which call `qtutils.interpolate_color(...)` and verify RGB/HSV/HSL behavior, invalid colors, invalid percentage, invalid colorspace, alpha interpolation, and `colorspace=None`. The instruction also names the updated call sites: ""The `get_status_color` method in the `DownloadItem` class ... should import and use `qtutils.interpolate_color`"" and similarly for `TabbedBrowser._on_load_progress` and `_on_load_finished`, which matches the diff changing `utils.interpolate_color` to `qtutils.interpolate_color` in `downloads.py` and `tabbedbrowser.py`. There are no fixture-imposed design choices beyond what the instruction already states, no unstated private APIs used by tests, and no format-fragile assertions requiring message text absent from the instruction.",instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__d6caxCu,True,277,277,1.0000,04_101+,all_passed,164,224,TRUE,TRUE,FALSE,FALSE,4,2,8,4,4,4,0,6,True,True,qutebrowser/browser/downloads.py; qutebrowser/mainwindow/tabbedbrowser.py; qutebrowser/utils/qtutils.py; qutebrowser/utils/utils.py
qutebrowser-de4a1c1a,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/de4a1c1a2839b5b49c3d4ce21d39de48d24e2091,**Title: Configuration Logic for Qt Arguments and Environment Setup Is Overloaded and Hard to Maintain**,reject,ok,"The instruction closely matches what the tests and diff require. It explicitly specifies the new module and public API — e.g. ""A new module `qtargs.py` should be created under qutebrowser.config"", ""The `qt_args(namespace: argparse.Namespace)` function should construct a complete list of command-line arguments... preserve the following order: (1) base argv[0], (2) flags ... from the command-line namespace, (3) user-defined arguments from qt.args, and (4) dynamically assembled QtWebEngine-specific flags"" — which aligns with `tests/unit/config/test_qtargs.py::TestQtArgs`. It also names the private helpers the tests reach — ""The internal functions `_qtwebengine_args(namespace)` and `_darkmode_settings()` should be relocated to `qtargs.py`"" — matching tests that directly call `qtargs._darkmode_settings()`. The environment-variable behavior checked by `TestEnvVars` is likewise spelled out: ""init_envvars() ... must set the following Qt-related environment variables based on configuration: `QT_QPA_PLATFORM`, `QT_QPA_PLATFORMTHEME`, `QT_WAYLAND_DISABLE_WINDOWDECORATION`, `QT_XCB_FORCE_SOFTWARE_OPENGL`, `QT_QUICK_BACKEND`, `QT_WEBENGINE_DISABLE_NOUVEAU_WORKAROUND`, and one of `QT_ENABLE_HIGHDPI_SCALING` or `QT_AUTO_SCREEN_SCALE_FACTOR` depending on Qt version."" Finally, the integration points exercised by the diff are explicitly required: ""The call to `_init_envvars()` in `configinit.early_init()` should be replaced with a call to `qtargs.init_envvars()`"" and ""The application must be updated to import qt_args from qtargs.py in `app.py`, replacing the previous call to `configinit.qt_args()`.""",instance_qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__Z2ssgcx,True,114,114,1.0000,04_101+,all_passed,542,1008,TRUE,TRUE,TRUE,FALSE,4,2,8,4,4,4,0,6,True,True,qutebrowser/app.py; qutebrowser/config/configinit.py; qutebrowser/config/qtargs.py; scripts/dev/check_coverage.py
qutebrowser-ebfe9b7a,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/ebfe9b7aa0c4ba9d451f993e08955004aaec4345,Refactor logging setup by isolating Qt message handler logic into `qtlog.py`,reject,ok,"The instruction and tests align on the core contract: introducing `qutebrowser/utils/qtlog.py`, moving the Qt message handler there, exposing `init(args)`, and updating logging initialization to use it. The instruction explicitly says: ""A new module named `qutebrowser/utils/qtlog.py` should be introduced"", ""This module should expose a public function `init(args: argparse.Namespace)`"", and ""The previous implementation of this Qt logging logic should be fully removed from `qutebrowser/utils/log.py`, and `init_log()` should be updated to call `qtlog.init(args)` instead."" The tests check exactly those effects, e.g. `mocker.patch('qutebrowser.utils.qtlog.qtcore.qInstallMessageHandler', autospec=True)` in `test_log.py` and `qtlog.qt_message_handler(...)` in `test_qtlog.py`. The only behavioral assertion added in `test_qtlog.py` is also covered by the instruction’s handler contract, and matches the diff’s preserved behavior for empty messages (`""Logged empty message!""`).",instance_qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,instance_qutebrowser__qutebrowse__bZ92cwE,True,56,56,1.0000,03_21-100,all_passed,314,80,TRUE,FALSE,FALSE,FALSE,2,2,5,2,2,2,0,4,True,True,qutebrowser/utils/log.py; qutebrowser/utils/qtlog.py
qutebrowser-f91ace96,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/f91ace96223cac8161c16dd061907e138fe85111,Qt warning filtering tests moved to appropriate module,reject,ok,"The instruction and tests are aligned on both API and behavior. The instruction explicitly names the relocated API — ""Name: hide_qt_warning"", ""Path: qutebrowser/utils/qtlog.py"" and ""Name: QtWarningFilter"" — matching the moved tests in `tests/unit/utils/test_qtlog.py`. The tested behaviors are also described in the instruction: unfiltered messages should pass through (test `test_unfiltered` logs ""Hello World"" while filtering ""World"" and expects one WARNING record), exact/prefix matches should be suppressed (test `test_filtered` covers ""Hello"" and ""Hello World""), and whitespace should be trimmed before matching (test case `""  Hello World  ""`). The diff also matches this scope exactly: the `hide_qt_warning` function and `QtWarningFilter` class are moved from `qutebrowser/utils/log.py` to `qutebrowser/utils/qtlog.py`, and the tests are relocated correspondingly. While the instruction mentions an additional scenario about applying the context manager to different Qt logger instances, the reference tests do not exceed the stated contract; they are a subset of the specified behavior rather than requiring unstated details.",instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,instance_qutebrowser__qutebrowse__vzdGce7,True,56,56,1.0000,03_21-100,all_passed,64,59,TRUE,TRUE,FALSE,FALSE,3,2,3,2,2,2,0,5,True,True,qutebrowser/utils/log.py; qutebrowser/utils/qtlog.py
qutebrowser-fd6790fe,qutebrowser,https://github.com/qutebrowser/qutebrowser/commit/fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476,Deprecated Buffer Command Still Appears in Help and Completion Systems,reject,ok,"The instruction, tests, and diff are aligned around the same rename/deprecation-completion issue. The instruction explicitly requires that 'The tab-select command should be registered as the primary user-visible command for tab selection, completely replacing the deprecated buffer command in the command system', that completion should 'provide tab-select in autocompletion lists and exclude any references to the deprecated buffer command', and names the completion providers 'tabs' and 'other_tabs'. The tests reflect those same expectations by switching from old symbols/usages to new ones, e.g. in `tests/unit/completion/test_models.py` they now call `model = miscmodels.tabs()` and `model = miscmodels.other_tabs(info=info)`, and in end-to-end scenarios they use `:tab-select` instead of `:buffer`. The diff implements exactly that rename in code and docs, e.g. `def tab_select(self, index=None, count=None):`, `@cmdutils.argument('index', completion=miscmodels.tabs)`, and `def other_tabs(*, info):`. While the instruction is somewhat implementation-aware, it does not impose hidden requirements beyond what the tests check; a senior engineer reading it could reasonably predict the renamed command, completion providers, and documentation/completion updates exercised by the reference tests.",instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowse__pFUh7Sr,True,74,74,1.0000,03_21-100,all_passed,89,86,TRUE,TRUE,TRUE,FALSE,6,6,9,5,5,5,0,13,True,True,doc/help/commands.asciidoc; doc/help/settings.asciidoc; qutebrowser/browser/commands.py; qutebrowser/completion/models/miscmodels.py; qutebrowser/config/configdata.yml
ansible-1b70260d,ansible,,"""# Block with tag and a task after it causes the re-run of a role\n\n### Summary\n\nI have 3 roles. Role1, Role2 and Rol",accept,leaked,"The instruction substantially reveals the exact implementation path and fix, beyond describing the bug behavior. It names private/internal symbols and required edits such as: ""The `get_next_task_for_host` method in `lib/ansible/executor/play_iterator.py` should update the call to `_get_next_task_from_state` by removing the `peek` argument"", ""The `_eor` attribute in `lib/ansible/playbook/block.py` should be fully removed from the `Block` class"", and ""The logic in `lib/ansible/playbook/role/__init__.py` that previously marked the last task block using the `_eor` attribute should be replaced by appending a new block containing a `meta: role_complete` task"". Those quotes effectively disclose the patch structure that the tests and diff implement.",instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-1b7026__j5Zyxfq,True,8,8,1.0000,02_6-20,all_passed,55,32,TRUE,TRUE,TRUE,FALSE,6,7,17,5,5,5,0,9,True,True,lib/ansible/executor/play_iterator.py; lib/ansible/playbook/block.py; lib/ansible/playbook/role/__init__.py; lib/ansible/plugins/strategy/__init__.py; lib/ansible/plugins/strategy/linear.py
